ip,time,request,status,size,referrer,user_agent
59.99.230.91,2021-02-17 21:04:36,POST /product.screen?productId=WC-SH-A01&JSESSIONID=SD3SL1FF7ADFF19704 HTTP 1.1,200,3461,http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
59.99.230.91,2021-02-17 21:04:38,POST /cart.do?action=addtocart&itemId=EST-11&productId=WC-SH-A01&JSESSIONID=SD3SL1FF7ADFF19704 HTTP 1.1,200,1531,http://www.buttercupgames.com/product.screen?productId=WC-SH-A01,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
59.99.230.91,2021-02-17 21:04:38,POST /cart.do?action=purchase&itemId=EST-11&JSESSIONID=SD3SL1FF7ADFF19704 HTTP 1.1,200,1981,http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-11&categoryId=ACCESSORIES&productId=WC-SH-A01,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
59.99.230.91,2021-02-17 21:04:39,POST /cart/success.do?JSESSIONID=SD3SL1FF7ADFF19704 HTTP 1.1,200,3585,http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-11,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
59.99.230.91,2021-02-17 21:04:38,GET /oldlink?itemId=EST-6&JSESSIONID=SD3SL1FF7ADFF19704 HTTP 1.1,200,751,http://www.buttercupgames.com/category.screen?categoryId=STRATEGY,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
198.35.2.120,2021-02-17 21:06:14,POST /oldlink?itemId=EST-13&JSESSIONID=SD0SL6FF2ADFF19715 HTTP 1.1,200,3372,http://www.google.com,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
198.35.2.120,2021-02-17 21:06:15,GET /product.screen?productId=BS-AG-G09&JSESSIONID=SD0SL6FF2ADFF19715 HTTP 1.1,200,2896,http://www.buttercupgames.com/category.screen?categoryId=ARCADE,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
198.35.2.120,2021-02-17 21:06:16,GET /category.screen?categoryId=ARCADE&JSESSIONID=SD0SL6FF2ADFF19715 HTTP 1.1,200,258,http://www.buttercupgames.com/product.screen?productId=FI-AG-G08,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
187.231.45.62,2021-02-17 21:11:11,GET /oldlink?itemId=EST-26&JSESSIONID=SD7SL5FF5ADFF19747 HTTP 1.1,200,906,http://www.google.com,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)
187.231.45.62,2021-02-17 21:11:12,POST /product.screen?productId=MB-AG-G07&JSESSIONID=SD7SL5FF5ADFF19747 HTTP 1.1,200,1717,http://www.buttercupgames.com/category.screen?categoryId=ARCADE,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)
187.231.45.62,2021-02-17 21:11:12,POST /cart.do?action=addtocart&itemId=EST-13&productId=MB-AG-G07&JSESSIONID=SD7SL5FF5ADFF19747 HTTP 1.1,200,2516,http://www.buttercupgames.com/product.screen?productId=MB-AG-G07,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)
187.231.45.62,2021-02-17 21:11:13,POST /cart.do?action=purchase&itemId=EST-13&JSESSIONID=SD7SL5FF5ADFF19747 HTTP 1.1,200,3339,http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-13&categoryId=ARCADE&productId=MB-AG-G07,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)
187.231.45.62,2021-02-17 21:11:13,POST /cart/success.do?JSESSIONID=SD7SL5FF5ADFF19747 HTTP 1.1,200,259,http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-13,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)
187.231.45.62,2021-02-17 21:11:13,GET /product.screen?productId=WC-SH-A01&JSESSIONID=SD7SL5FF5ADFF19747 HTTP 1.1,200,1798,http://www.buttercupgames.com/oldlink?itemId=EST-16,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)
12.130.60.5,2021-02-17 21:15:08,GET /product.screen?productId=DB-SG-G01&JSESSIONID=SD10SL1FF4ADFF19758 HTTP 1.1,200,2526,http://www.buttercupgames.com/category.screen?categoryId=STRATEGY,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)
12.130.60.5,2021-02-17 21:15:09,POST /cart.do?action=addtocart&itemId=EST-14&productId=DB-SG-G01&JSESSIONID=SD10SL1FF4ADFF19758 HTTP 1.1,200,1913,http://www.buttercupgames.com/product.screen?productId=DB-SG-G01,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)
12.130.60.5,2021-02-17 21:15:09,POST /cart.do?action=purchase&itemId=EST-14&JSESSIONID=SD10SL1FF4ADFF19758 HTTP 1.1,200,3967,http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-14&categoryId=STRATEGY&productId=DB-SG-G01,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)
12.130.60.5,2021-02-17 21:15:10,POST /cart/success.do?JSESSIONID=SD10SL1FF4ADFF19758 HTTP 1.1,200,724,http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-14,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)
12.130.60.5,2021-02-17 21:15:09,GET /category.screen?categoryId=ACCESSORIES&JSESSIONID=SD10SL1FF4ADFF19758 HTTP 1.1,200,1492,http://www.buttercupgames.com/cart.do?action=view&itemId=EST-6&productId=WC-SH-A02,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)
12.130.60.5,2021-02-17 21:15:10,GET /oldlink?itemId=EST-7&JSESSIONID=SD10SL1FF4ADFF19758 HTTP 1.1,200,2678,http://www.buttercupgames.com/product.screen?productId=DC-SG-G02,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)
12.130.60.5,2021-02-17 21:15:10,GET /cart.do?action=addtocart&itemId=EST-27&JSESSIONID=SD10SL1FF4ADFF19758 HTTP 1.1,503,3410,http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2; .NET CLR 1.1.4322; InfoPath.1; MS-RTC LM 8)
94.229.0.21,2021-02-17 21:18:53,GET /category.screen?categoryId=ACCESSORIES&JSESSIONID=SD9SL1FF7ADFF19770 HTTP 1.1,200,979,http://www.google.com,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
94.229.0.21,2021-02-17 21:18:54,GET /product.screen?productId=WC-SH-G04&JSESSIONID=SD9SL1FF7ADFF19770 HTTP 1.1,200,3316,http://www.buttercupgames.com/oldlink?itemId=EST-12,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
94.229.0.21,2021-02-17 21:18:54,POST /category.screen?categoryId=NULL&JSESSIONID=SD9SL1FF7ADFF19770 HTTP 1.1,500,1393,http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
94.229.0.21,2021-02-17 21:18:54,GET /product.screen?productId=SC-MG-G10&JSESSIONID=SD9SL1FF7ADFF19770 HTTP 1.1,200,2714,http://www.buttercupgames.com/category.screen?categoryId=SIMULATION,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
94.229.0.21,2021-02-17 21:18:56,POST /oldlink?itemId=EST-11&JSESSIONID=SD9SL1FF7ADFF19770 HTTP 1.1,200,2762,http://www.buttercupgames.com/product.screen?productId=WC-SH-A02,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
94.229.0.21,2021-02-17 21:18:56,GET /oldlink?itemId=EST-18&JSESSIONID=SD9SL1FF7ADFF19770 HTTP 1.1,200,2493,http://www.buttercupgames.com/cart.do?action=view&itemId=EST-18&productId=WC-SH-G04,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
94.229.0.21,2021-02-17 21:18:56,GET /cart.do?action=view&itemId=EST-14&productId=FI-AG-G08&JSESSIONID=SD9SL1FF7ADFF19770 HTTP 1.1,200,2773,http://www.buttercupgames.com/cart.do?action=view&itemId=EST-14&productId=FI-AG-G08,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
94.229.0.21,2021-02-17 21:18:57,GET /product.screen?productId=SF-BVS-G01&JSESSIONID=SD9SL1FF7ADFF19770 HTTP 1.1,408,400,http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-12,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
64.120.15.156,2021-02-17 21:23:30,GET /oldlink?itemId=EST-27&JSESSIONID=SD2SL2FF7ADFF19788 HTTP 1.1,200,1884,http://www.yahoo.com,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)
64.120.15.156,2021-02-17 21:23:31,GET /oldlink?itemId=EST-14&JSESSIONID=SD2SL2FF7ADFF19788 HTTP 1.1,200,3306,http://www.buttercupgames.com/oldlink?itemId=EST-14,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)
64.120.15.156,2021-02-17 21:23:32,POST /category.screen?categoryId=ARCADE&JSESSIONID=SD2SL2FF7ADFF19788 HTTP 1.1,200,2150,http://www.buttercupgames.com/cart.do?action=remove&itemId=EST-15&productId=FI-AG-G08,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)
175.44.26.139,2021-02-17 21:25:53,GET /oldlink?itemId=EST-16&JSESSIONID=SD6SL4FF1ADFF19797 HTTP 1.1,200,3202,http://www.google.com,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
175.44.26.139,2021-02-17 21:25:54,POST /category.screen?categoryId=STRATEGY&JSESSIONID=SD6SL4FF1ADFF19797 HTTP 1.1,200,2684,http://www.buttercupgames.com/cart.do?action=changequantity&itemId=EST-7&productId=DC-SG-G02,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
175.44.26.139,2021-02-17 21:25:55,GET /cart.do?action=view&itemId=EST-14&JSESSIONID=SD6SL4FF1ADFF19797 HTTP 1.1,503,2668,http://www.buttercupgames.com/category.screen?categoryId=NULL,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
82.245.228.36,2021-02-17 21:28:12,GET /category.screen?categoryId=STRATEGY&JSESSIONID=SD5SL10FF10ADFF19804 HTTP 1.1,200,811,http://www.buttercupgames.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
82.245.228.36,2021-02-17 21:28:13,POST /oldlink?itemId=EST-27&JSESSIONID=SD5SL10FF10ADFF19804 HTTP 1.1,200,1574,http://www.buttercupgames.com/oldlink?itemId=EST-27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
82.245.228.36,2021-02-17 21:28:14,GET /cart.do?action=view&itemId=EST-14&productId=WC-SH-G04&JSESSIONID=SD5SL10FF10ADFF19804 HTTP 1.1,200,779,http://www.buttercupgames.com/cart.do?action=view&itemId=EST-14&productId=WC-SH-G04,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
82.245.228.36,2021-02-17 21:28:15,POST /cart.do?action=remove&itemId=EST-15&productId=WC-SH-A02&JSESSIONID=SD5SL10FF10ADFF19804 HTTP 1.1,200,1149,http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
82.245.228.36,2021-02-17 21:28:16,GET /oldlink?itemId=EST-16&JSESSIONID=SD5SL10FF10ADFF19804 HTTP 1.1,200,1439,http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
118.142.68.222,2021-02-17 21:35:11,GET /product.screen?productId=DC-SG-G02&JSESSIONID=SD0SL4FF2ADFF19848 HTTP 1.1,200,1921,http://www.buttercupgames.com,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
118.142.68.222,2021-02-17 21:35:11,GET /cart.do?action=purchase&itemId=EST-11&JSESSIONID=SD0SL4FF2ADFF19848 HTTP 1.1,400,3286,http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
118.142.68.222,2021-02-17 21:35:11,GET /category.screen?categoryId=STRATEGY&JSESSIONID=SD0SL4FF2ADFF19848 HTTP 1.1,200,2028,http://www.buttercupgames.com/product.screen?productId=PZ-SG-G05,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
118.142.68.222,2021-02-17 21:35:12,GET /category.screen?categoryId=NULL&JSESSIONID=SD0SL4FF2ADFF19848 HTTP 1.1,500,2113,http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
118.142.68.222,2021-02-17 21:35:13,GET /product.screen?productId=WC-SH-A02&JSESSIONID=SD0SL4FF2ADFF19848 HTTP 1.1,200,662,http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
118.142.68.222,2021-02-17 21:35:13,POST /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-A02&JSESSIONID=SD0SL4FF2ADFF19848 HTTP 1.1,200,2003,http://www.buttercupgames.com/product.screen?productId=WC-SH-A02,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
118.142.68.222,2021-02-17 21:35:14,POST /cart.do?action=purchase&itemId=EST-12&JSESSIONID=SD0SL4FF2ADFF19848 HTTP 1.1,200,1764,http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-12&categoryId=ACCESSORIES&productId=WC-SH-A02,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
118.142.68.222,2021-02-17 21:35:15,POST /cart/success.do?JSESSIONID=SD0SL4FF2ADFF19848 HTTP 1.1,200,237,http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
118.142.68.222,2021-02-17 21:35:13,GET /category.screen?categoryId=SIMULATION&JSESSIONID=SD0SL4FF2ADFF19848 HTTP 1.1,200,906,http://www.buttercupgames.com/product.screen?productId=SC-MG-G10,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
118.142.68.222,2021-02-17 21:35:14,GET /cart.do?action=addtocart&itemId=EST-19&productId=MB-AG-T01&JSESSIONID=SD0SL4FF2ADFF19848 HTTP 1.1,200,2293,http://www.buttercupgames.com/category.screen?categoryId=TEE,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
118.142.68.222,2021-02-17 21:35:15,POST /product.screen?productId=WC-SH-G04&JSESSIONID=SD0SL4FF2ADFF19848 HTTP 1.1,200,2380,http://www.buttercupgames.com/category.screen?categoryId=SHOOTER,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
118.142.68.222,2021-02-17 21:35:17,POST /cart.do?action=addtocart&itemId=EST-14&productId=WC-SH-G04&JSESSIONID=SD0SL4FF2ADFF19848 HTTP 1.1,200,3490,http://www.buttercupgames.com/product.screen?productId=WC-SH-G04,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
118.142.68.222,2021-02-17 21:35:18,POST /cart.do?action=purchase&itemId=EST-14&JSESSIONID=SD0SL4FF2ADFF19848 HTTP 1.1,200,3449,http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-14&categoryId=SHOOTER&productId=WC-SH-G04,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
118.142.68.222,2021-02-17 21:35:19,POST /cart/success.do?JSESSIONID=SD0SL4FF2ADFF19848 HTTP 1.1,200,1823,http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-14,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
118.142.68.222,2021-02-17 21:35:16,GET /cart.do?action=view&itemId=EST-11&productId=SC-MG-G10&JSESSIONID=SD0SL4FF2ADFF19848 HTTP 1.1,200,2010,http://www.buttercupgames.com/category.screen?categoryId=SIMULATION,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0
170.192.178.10,2021-02-17 21:37:33,GET /oldlink?itemId=EST-21&JSESSIONID=SD5SL3FF7ADFF19851 HTTP 1.1,200,2655,http://www.buttercupgames.com,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
170.192.178.10,2021-02-17 21:37:34,GET /numa/numa.html?JSESSIONID=SD5SL3FF7ADFF19851 HTTP 1.1,404,3193,http://www.buttercupgames.com/oldlink?itemId=EST-18,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
170.192.178.10,2021-02-17 21:37:36,POST /oldlink?itemId=EST-27&JSESSIONID=SD5SL3FF7ADFF19851 HTTP 1.1,200,3085,http://www.buttercupgames.com/product.screen?productId=CU-PG-G06,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
170.192.178.10,2021-02-17 21:37:37,GET /product.screen?productId=SC-MG-G10&JSESSIONID=SD5SL3FF7ADFF19851 HTTP 1.1,200,1025,http://www.buttercupgames.com/category.screen?categoryId=SIMULATION,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
170.192.178.10,2021-02-17 21:37:37,POST /cart.do?action=addtocart&itemId=EST-19&productId=SC-MG-G10&JSESSIONID=SD5SL3FF7ADFF19851 HTTP 1.1,200,263,http://www.buttercupgames.com/product.screen?productId=SC-MG-G10,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
170.192.178.10,2021-02-17 21:37:38,POST /cart.do?action=purchase&itemId=EST-19&JSESSIONID=SD5SL3FF7ADFF19851 HTTP 1.1,200,220,http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-19&categoryId=SIMULATION&productId=SC-MG-G10,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
170.192.178.10,2021-02-17 21:37:38,POST /cart/success.do?JSESSIONID=SD5SL3FF7ADFF19851 HTTP 1.1,200,3375,http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-19,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
170.192.178.10,2021-02-17 21:37:37,POST /product.screen?productId=SF-BVS-G01&JSESSIONID=SD5SL3FF7ADFF19851 HTTP 1.1,503,3958,http://www.buttercupgames.com/cart.do?action=view&itemId=EST-16,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
124.160.192.241,2021-02-17 21:40:29,GET /cart.do?action=view&itemId=EST-27&productId=DC-SG-G02&JSESSIONID=SD8SL6FF4ADFF19866 HTTP 1.1,200,2502,http://www.buttercupgames.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
124.160.192.241,2021-02-17 21:40:30,GET /cart.do?action=view&itemId=EST-12&productId=FI-AG-G08&JSESSIONID=SD8SL6FF4ADFF19866 HTTP 1.1,200,847,http://www.buttercupgames.com/product.screen?productId=FI-AG-G08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
124.160.192.241,2021-02-17 21:40:31,GET /product.screen?productId=PZ-SG-G05&JSESSIONID=SD8SL6FF4ADFF19866 HTTP 1.1,200,1492,http://www.buttercupgames.com/product.screen?productId=PZ-SG-G05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
124.160.192.241,2021-02-17 21:40:32,POST /product.screen?productId=WC-SH-A02&JSESSIONID=SD8SL6FF4ADFF19866 HTTP 1.1,200,2796,http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
124.160.192.241,2021-02-17 21:40:32,POST /cart.do?action=addtocart&itemId=EST-13&productId=WC-SH-A02&JSESSIONID=SD8SL6FF4ADFF19866 HTTP 1.1,200,1831,http://www.buttercupgames.com/product.screen?productId=WC-SH-A02,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
124.160.192.241,2021-02-17 21:40:34,POST /cart.do?action=purchase&itemId=EST-13&JSESSIONID=SD8SL6FF4ADFF19866 HTTP 1.1,200,2780,http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-13&categoryId=ACCESSORIES&productId=WC-SH-A02,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
124.160.192.241,2021-02-17 21:40:34,POST /cart/success.do?JSESSIONID=SD8SL6FF4ADFF19866 HTTP 1.1,200,1239,http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5"
97.117.230.183,2021-02-17 21:42:42,GET /oldlink?itemId=EST-17&JSESSIONID=SD2SL6FF1ADFF19875 HTTP 1.1,200,2198,http://www.google.com,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
97.117.230.183,2021-02-17 21:42:42,GET /product.screen?productId=SF-BVS-G01&JSESSIONID=SD2SL6FF1ADFF19875 HTTP 1.1,403,2400,http://www.buttercupgames.com/oldlink?itemId=EST-13,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
97.117.230.183,2021-02-17 21:42:43,GET /product.screen?productId=SF-BVS-G01&JSESSIONID=SD2SL6FF1ADFF19875 HTTP 1.1,403,634,http://www.buttercupgames.com/cart.do?action=changequantity&itemId=EST-18,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
97.117.230.183,2021-02-17 21:42:44,POST /cart.do?action=changequantity&itemId=EST-26&JSESSIONID=SD2SL6FF1ADFF19875 HTTP 1.1,503,1610,http://www.buttercupgames.com/cart.do?action=changequantity&itemId=EST-26,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
87.194.216.51,2021-02-17 21:46:10,GET /product.screen?productId=WC-SH-G04&JSESSIONID=SD1SL10FF9ADFF19889 HTTP 1.1,200,3726,http://www.buttercupgames.com,Opera/9.01 (Windows NT 5.1; U; en)
87.194.216.51,2021-02-17 21:46:11,GET /oldlink?itemId=EST-18&JSESSIONID=SD1SL10FF9ADFF19889 HTTP 1.1,408,827,http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01,Opera/9.01 (Windows NT 5.1; U; en)
87.194.216.51,2021-02-17 21:46:11,GET /oldlink?itemId=EST-18&JSESSIONID=SD1SL10FF9ADFF19889 HTTP 1.1,200,1809,http://www.buttercupgames.com/cart.do?action=remove&itemId=EST-18&productId=PZ-SG-G05,Opera/9.01 (Windows NT 5.1; U; en)
87.194.216.51,2021-02-17 21:46:12,GET /product.screen?productId=PZ-SG-G05&JSESSIONID=SD1SL10FF9ADFF19889 HTTP 1.1,200,1749,http://www.buttercupgames.com/oldlink?itemId=EST-27,Opera/9.01 (Windows NT 5.1; U; en)
87.194.216.51,2021-02-17 21:46:13,GET /oldlink?itemId=EST-27&JSESSIONID=SD1SL10FF9ADFF19889 HTTP 1.1,200,1178,http://www.buttercupgames.com/cart.do?action=view&itemId=EST-27&productId=PZ-SG-G05,Opera/9.01 (Windows NT 5.1; U; en)
87.194.216.51,2021-02-17 21:46:14,GET /cart.do?action=remove&itemId=EST-15&productId=SC-MG-G10&JSESSIONID=SD1SL10FF9ADFF19889 HTTP 1.1,200,560,http://www.buttercupgames.com/cart.do?action=remove&itemId=EST-15&productId=SC-MG-G10,Opera/9.01 (Windows NT 5.1; U; en)
87.194.216.51,2021-02-17 21:46:15,POST /product.screen?productId=MB-AG-G07&JSESSIONID=SD1SL10FF9ADFF19889 HTTP 1.1,200,2695,http://www.buttercupgames.com/product.screen?productId=MB-AG-G07,Opera/9.01 (Windows NT 5.1; U; en)
